genres,app_name,id,year
Action,Grand Theft Auto V - Criminal Enterprise Starter Pack,771300,2017.0
RPG,PAYDAY 2: The Golden Grin Casino Heist,374300,2015.0
Action,Cosmic Trip - Digital Art Book,640401,2017.0
Early Access,TileDynasty FPS Arena,524350,2018.0
Adventure,The Great Fusion,341690,2015.0
Adventure,Tales of the Elements FC,540640,2016.0
Strategy,Geared,341770,2015.0
Adventure,The Journey Down: Chapter Two,262850,2014.0
Indie,Fantasy Grounds - One on One Adventures #14: A Sickness in Silverton (PFRPG),547020,2016.0
Adventure,Sam & Max 204: Chariots of the Dogs,8290,2008.0
Indie,War for the Overworld - Underlord Edition Upgrade,239391,2015.0
RPG,Borderlands: Claptrap's Robot Revolution,65920,2010.0
Indie,Eliza (Character for Occult RERaise),698350,2017.0
Racing,Draw Rider,448610,2016.0
Action,Chromalocity,718250,2018.0
Casual,Rollout,509190,2016.0
RPG,Dying Light,239140,2015.0
Casual,HIS - Starter Pack,354940,2015.0
Casual,Puzzle Box - Soundtrack OST,464860,2016.0
Simulation,Graviteam Tactics: Drive on Voronezh,540820,2016.0
Adventure,Luckless Seven,433370,
Action,Princess.Loot.Pixel.Again x2,718090,2017.0
Action,Glass Wing,382570,2015.0
Adventure,Ahnayro - Original Soundtrack,572780,2017.0
Indie,RunGunJumpGun - Soundtrack/Special Edition Upgrade,523840,2016.0
Action,Combat Monsters,336040,2015.0
Adventure,Kimulator : Fight for your destiny,475430,2016.0
Casual,Zaccaria Pinball - Magic Castle Table,478040,2016.0
Action,Thief Town,331220,2014.0
Strategy,Fantasy Grounds - Mythic Monster #7: Inner Planes (PFRPG),731780,2017.0
Adventure,No Time to Explain OST,681560,2017.0
Casual,Zaccaria Pinball - Cine Star Table,485143,2016.0
Design &amp; Illustration,SMILE GAME BUILDER A Healer Only Lives Twice Character Resource Pack,649690,2017.0
Action,emoj.io - Faces #2 Pack,538534,2016.0
Strategy,Fantasy Grounds - A08: Search For The Tri-Stone (PFRPG),504870,2016.0
Adventure,Affliction Roleplaying Game DLC,646900,2017.0
Early Access,Puzzle Sisters Foer,710190,
Casual,MiniBotz,508520,2017.0
Action,Super Dungeon Bros - Soundtrack Bundle 1,468140,2016.0
Racing,Gas Guzzlers Extreme,243800,2013.0
Adventure,ANKI,395380,2015.0
Action,Universe in Fire,604570,2017.0
Indie,Abducted,299580,2017.0
Early Access,Jet Racing Extreme,385270,2015.0
Design &amp; Illustration,RPG Maker MV - Animations Collection I: Quintessence,542490,2016.0
Casual,The Amazing Adventures of Ash - Afterparty,437170,2016.0
RPG,Magicka: The Ninth Element Novel,266740,2013.0
Early Access,Agents of Aggro City Online,658420,2017.0
Utilities,Rytmik Cloud Expansion,697380,2017.0
Early Access,The Nightmare from Beyond,684340,2017.0
Action,Tactics: Bludgeons Blessing,517500,2017.0
Indie,My Lands: Black Gem Hunting,290730,2014.0
RPG,Konung 3: Ties of the Dynasty,289380,2010.0
Casual,The Chronicles of Dragon Wing - Original Soundtrack,675600,2017.0
Indie,SuperLuminauts,670080,2017.0
Action,Half-Life 2,220,2004.0
Action,Depth - Quill Goblin Skin,728600,2017.0
Casual,Official Guide - Millennium 3,357080,2010.0
Indie,Hide and Seek - Halo,693606,2017.0
Indie,Action Legion,431630,2016.0
Action,DEAD RISING®,427190,2016.0
Indie,One More Night: BiO Clinic,735650,2017.0
Indie,"Super Army of Tentacles 3, Charity Quest Pack: NAZIS ARE STUPID AND DUMB",698130,2017.0
Casual,GOCCO OF WAR Demo,427720,2016.0
Simulation,Rocksmith® 2014 Edition – Remastered – Steve Miller Band - “The Joker”,637797,2017.0
Indie,Outbreak: The New Nightmare,644480,2017.0
Action,Quantum Rush Champions,317440,2014.0
Strategy,Nightclub Emporium,389690,2015.0
Indie,Fantasy Grounds - Token Pack 95: Humanoid Monsters 2 (Token Pack),728000,2017.0
RPG,Crimson Sword Saga: The Peloran Wars,497560,2017.0
Action,Jotun: Original Soundtrack,406470,2015.0
Indie,BATTLE PIXEL'S SURVIVAL GROUND,474790,2016.0
Early Access,AWAKE,421110,2015.0
Indie,The Last Tree,605210,2017.0
Design &amp; Illustration,RPG Maker VX Ace - Tyler Warren First 50 Battler Pack,271961,2014.0
Sports,The Last Sanctuary VR,641940,2017.0
Casual,European Mystery: Scent of Desire Collector’s Edition,580480,2017.0
Indie,Awesomenauts - Electronic Supersonic Cybertronic Rocco Skin,387980,2015.0
Simulation,Rocksmith® 2014 – Slayer - “Raining Blood”,342836,2015.0
Adventure,Invictus: In the Shadow of Olympus,692660,2000.0
Simulation,Womb Room,426010,2016.0
Simulation,The Long Journey Home - Official Soundtrack,648710,2017.0
Indie,Undead Overlord,291370,2014.0
Indie,Depth - Quill Goblin Skin,728600,2017.0
Action,Planet R-12,408110,2016.0
Indie,Kuro survival,632200,2017.0
Adventure,Lucent Heart,283060,2016.0
Sports,Pixel Puzzles Ultimate - Puzzle Pack: Thailand,509900,2016.0
Action,Wild Buster: Heroes of Titan - MMO-ARPG,681860,2017.0
Adventure,LOOM™,32340,1990.0
RPG,Gurumin: A Monstrous Adventure,322290,2015.0
Strategy,Commando Jack,299260,2014.0
Indie,Sentinels of the Multiverse - Soundtrack (Volume 3),396510,2015.0
Action,The Sun and Moon,321560,2014.0
Indie,Tank Universal,19200,2008.0
Action,Sherlock Holmes: The Devil's Daughter Costume Pack,459460,2016.0
Indie,AI War: Destroyer of Worlds,317150,2014.0
Indie,Santa Rockstar OST,568710,2016.0
Action,Injustice™ 2 - Starfire,704810,2017.0
Action,Tom's Mansion,748660,2017.0
Simulation,Bomb Squad Academy,591380,2017.0
Action,Dinosaur Hunt - Carnotaurus Expansion Pack,408101,2015.0
Action,Dark Matter,345130,2015.0
Adventure,Rolling Sun,371670,2015.0
Indie,Hex: Origins,695420,2017.0
Action,Tower Fortress,593700,2017.0
Sports,Rocket League® – Fast & Furious™ '99 Nissan Skyline GT-R R34,675290,2017.0
Simulation,Train Simulator: BR Class 31 Loco Add-On,222583,2013.0
Indie,Monument,376730,2015.0
Indie,"Fire in the Goal ""轰个球""",535160,2016.0
Adventure,Teddy Terror,366060,2015.0
Strategy,Lines Halloween by Nestor Yavorskyy,725000,2017.0
Indie,Meadowland,320120,2014.0
Indie,Lone Survivor: The Director's Cut,209830,2012.0
RPG,You Must Build A Boat,290890,2015.0
Indie,Survivor of Eschewal,738260,2017.0
Adventure,Fabulous - Angela's Fashion Fever,540060,2016.0
Indie,Behind the Memory,568340,2016.0
Casual,Elsword,237310,2014.0
Action,Marvel vs. Capcom: Infinite - Firebrand Ultimate Costume,721142,2017.0
Strategy,Fantasy Kingdom Simulator,482890,2016.0
Indie,World to the West - A Motorland Tale Comic Book,646800,2017.0
RPG,Zanzarah: The Hidden Portal,384570,2015.0
Simulation,The Eerie Adventures Of Kally,753390,2017.0
Adventure,Sam & Max: The Devil’s Playhouse,901399,2010.0
Indie,PRICE,465520,2016.0
RPG,Golden Rush - Rare Artifacts pack,400820,2015.0
RPG,Portal Knights,374040,2017.0
RPG,Children of Zodiarcs,436290,2017.0
Adventure,Alexander (Character for Occult Raise),670590,2017.0
Adventure,99 Spirits,258090,2013.0
Animation &amp; Modeling,Nvil,592350,2017.0
Adventure,Horror in the Asylum,428210,2016.0
Action,Anarcute,390720,2016.0
Early Access,Anonymous ME,658630,2017.0
Action,BossConstructor,330100,2016.0
Adventure,Edge of Hearts,635000,2017.0
Casual,Rocksmith® 2014 – The White Stripes Song Pack,295029,2014.0
Action,Neon Chrome,428750,2016.0
Indie,Jump Gunners Original Soundtrack,775210,2017.0
Indie,The Grimsworth Reports: Woodfall,737980,2017.0
Adventure,A Vampyre Story,313870,2008.0
Indie,Voices from the Sea,348620,2014.0
Simulation,Anno 2205™ - Season Pass,416480,2015.0
Adventure,Hellblade: Senua's Sacrifice,414340,2017.0
Adventure,Police Quest™ Collection,494740,1987.0
Casual,"Linea, the Game - Broken Chiptunes",453330,2016.0
Strategy,Out of the Park Baseball 17,402430,2016.0
Action,Of Kings And Men,430440,2016.0
RPG,"Fantasy Grounds - Gaming #7: Constructs, Elementals, & Fey (Token Pack)",667370,2017.0
Action,Desperate Times,513920,2016.0
Adventure,Home Darkness - Escape,761640,2017.0
Indie,This World Unknown,521540,2016.0
Adventure,Disney Planes,286880,2013.0
Simulation,Particle Fleet: Emergence,422900,2016.0
Indie,Stephen's Sausage Roll,353540,2016.0
Indie,Fantasy Grounds - Token Pack 96: Orcs (Token Pack),728060,2017.0
Adventure,Mystic Destinies: Serendipity of Aeons - Tatsuya Epilogue,483790,2016.0
Indie,CRIMSON ROOM® DECADE,262510,2016.0
Indie,Victory: The Age of Racing,264120,2016.0
Casual,ColecoVision Flashback,529860,2014.0
Indie,Triangulate,665060,2017.0
Education,BASIC8,767240,2018.0
RPG,Spellcrafter,315680,2015.0
Strategy,Awesomenauts - Expendable Clunk Skin,204312,2012.0
Strategy,Cavern of Time,578830,2017.0
Casual,Sponchies,593670,2017.0
Simulation,Pixel Privateers - Official Soundtrack,596110,2017.0
Action,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC9 Variety Pack 3,316060,2014.0
Action,GundeadliGne,92220,2011.0
Action,Izeriya,463830,2016.0
Education,Palm Reading Premium,724460,2016.0
RPG,South Park™: The Fractured But Whole™ - Season Pass,564794,2017.0
Adventure,Original soundtrack of Koi Musubi,605030,2017.0
RPG,Shadowrun 5th Edition Rules pdf,377730,2015.0
Action,Arma 2: Army of the Czech Republic,33934,2012.0
Indie,Hunters Of The Dead,318570,2014.0
Indie,Snail Trek - Chapter 1: Intershellar,751280,2017.0
Indie,Déjà Vu II: MacVenture Series,343830,2015.0
Early Access,LINX BATTLE ARENA,697370,2017.0
Sports,"DvDrum, Ultimate Drum Simulator!",385130,2017.0
RPG,Heathen Engineering's Terran,427970,2016.0
Adventure,Sleeping Dogs: Square Enix Character Pack,216331,2012.0
Adventure,DreadOut Soundtrack & Manga DLC,298680,2014.0
Sports,Pixel Puzzles Ultimate - Puzzle Pack: Medieval,591495,2017.0
Adventure,Champions of Odin,479200,2017.0
Indie,Kero Blaster,292500,2015.0
Strategy,Making History: The Second World War,462940,2017.0
Simulation,Rocksmith® 2014 – Soundgarden - “Fell On Black Days”,295096,2015.0
Casual,Sea of Lies: Nemesis Collector's Edition,638250,2017.0
Strategy,Lethal Laser,669390,2017.0
Adventure,Monochroma,265830,2014.0
Simulation,GearCity,285110,2014.0
Indie,XenoShyft - The Hive Expansion,429872,2016.0
Indie,Achievement Hunter: Overdose,674110,2017.0
RPG,Interstellaria,280360,2015.0
Action,Portal Stories: Mel,317400,2015.0
Indie,BackSlash,668280,2017.0
Simulation,Rocksmith® 2014 – Tom Petty and the Heartbreakers - “Learning to Fly”,295045,2014.0
Adventure,Parallyzed,545670,2017.0
Free to Play,Warframe: Mirage Prime Access,759110,2017.0
Early Access,Undead Souls,667170,2017.0
Adventure,Battle of Frigates,711320,2017.0
Racing,Death Stair,444880,2016.0
Strategy,Twilight Struggle,406290,2016.0
Casual,emoj.io - Animal Pack,538533,2016.0
Action,Concursion,303340,2014.0
Action,Quadrilateral Cowboy,240440,2016.0
Casual,DEATHS MAZE,706400,2017.0
Strategy,Epic Arena - Uniform Colors Pack,375590,2015.0
Action,Gulf of Aden - Task Force Somalia,407100,2015.0
Adventure,Grand Theft Auto IV: Complete Edition,901583,2010.0
Simulation,Rocksmith® 2014 Edition – Remastered – Elton John - “Saturday Night’s Alright (For Fighting)”,637763,2017.0
Sports,Football Tactics Demo,375890,2015.0
Adventure,Replay - VHS is not dead,333490,2015.0
Simulation,Train Simulator: LNER Peppercorn Class A2 'Blue Peter' Loco Add-On,277771,2015.0
Sports,Cosmic Kites,606720,2017.0
Indie,Talisman - The Reaper Expansion Pack,258810,2014.0
Action,Snail Bob 2: Tiny Troubles,349760,2015.0
Adventure,MagiCat Original Soundtrack,658900,2018.0
Action,Watch_Dogs™ - Season Pass,293054,2014.0
Action,Absolute Drift,320140,2015.0
Indie,VS Round 1,725550,2017.0
Action,Falcom® Mashup Set,382870,2015.0
Adventure,Lovely Planet Arcade,436000,2016.0
Strategy,ROKH,462440,2017.0
Action,DC Universe Online™ - Episode Pack I,361181,2015.0
Indie,Hexodius,236490,2013.0
Indie,Alien Planet,740450,2017.0
Action,Fresh Body - The Secret,764340,2017.0
Casual,Super Bomb Rush! - Official Soundtrack,432580,2016.0
Indie,Not The Robots,257120,2013.0
Indie,Get Over Here,393950,2015.0
Indie,Princess Edge - Dragonstone,444190,2016.0
RPG,Fantasy Grounds - Pixies on Parade (5E),706590,2017.0
Simulation,Escapists 2 - Glorious Regime Prison,666350,2017.0
Action,The Return Home,502910,2016.0
Action,Shiness: The Lightning Kingdom - Maherian Language Pack,585640,2017.0
Strategy,Bird of Light,447010,2016.0
Action,Sniper Ghost Warrior 3 - The Escape of Lydia,495950,2017.0
Casual,Cyber City 2157: The Visual Novel,454690,2016.0
Design &amp; Illustration,RPG Maker VX Ace - Inspirational Vol. 1,265460,2013.0
Adventure,Undefeated - Deluxe Contents,394080,2015.0
Indie,Frozen Cortex - Soundtrack DLC,283811,2015.0
Indie,Recruits,246880,2014.0
Indie,SpaceShot,675940,2017.0
Casual,Escape Rosecliff Island,3600,2009.0
Design &amp; Illustration,RPG Maker MV - Epic Strings,525284,2016.0
Indie,Chicken Invaders 5,353090,2015.0
Indie,Deathless: The City's Thirst,410910,2015.0
Indie,FREE China Theme Pack,370880,2015.0
Simulation,The Sims™ 3 Showtime,47932,2012.0
Indie,Skulls of the Shogun,228960,2013.0
Sports,RUGBY 18,627450,2017.0
RPG,Fantasy Grounds - Rippers Companion (Savage Worlds),545310,2016.0
Indie,Screeps CPU Subscription,491760,2016.0
Indie,Katharsis,675730,2017.0
Strategy,Locoland Demo,372180,2003.0
Casual,Rocksmith® 2014 – Dream Theater - “Metropolis Part I: “The Miracle and the Sleeper””,492983,2016.0
Action,After The End: The Harvest,386140,2017.0
Strategy,Hyperdevotion Noire: Ultimate Estelle Set,426927,2016.0
Strategy,Pixel Puzzles 2: RADical ROACH,504880,2016.0
Indie,Red Crucible®: Firestorm,298240,2015.0
Action,Son of Scoregasm,631490,2017.0
Adventure,Metal as Phuk,662210,2017.0
Indie,Necromancer Accountant,696160,2017.0
Adventure,VIRUS OF SURVIVORS:LIFE SIMULATOR,709020,2017.0
Adventure,Agarest 2 - Bundle #2,343421,2015.0
Strategy,Anomaly 2,236730,2013.0
Education,Driver Fusion Premium,234820,2017.0
RPG,Choice of the Cat,715440,2017.0
Simulation,FSX Steam Edition: Cessna 182 Skylane RG II Add-On,500235,2017.0
Indie,Bumper New Graphics,542300,2016.0
Strategy,MetaMorph: Dungeon Creatures,606870,2017.0
Free to Play,Electric Highways,412140,2015.0
Racing,VRC PRO Deluxe Carpet tracks,574676,2017.0
Simulation,侠客风云传(Tale of Wuxia),377530,2016.0
Design &amp; Illustration,Leadwerks Game Engine - The Zone,430061,2017.0
Adventure,Knytt Underground,248190,2013.0
Adventure,LEGO® Worlds: Classic Space Pack,641000,2017.0
Early Access,Pterodalien,741080,2017.0
Action,Black Desert Online - Limited Package,730630,2017.0
Strategy,Eight-Minute Empire: Starfall Crater Map,702414,2017.0
Indie,VRC PRO Deluxe Cars pack,344060,2015.0
Adventure,The Last Door Season 2 Soundtrack,455740,2016.0
Action,Shadow Heroes: Vengeance In Flames,398670,2016.0
Adventure,Luke Sidewalker,545860,2016.0
Racing,Project CARS - Aston Martin Track Expansion,334781,2015.0
RPG,Fantasy Grounds - Codex Infernus: The Savage Guide to Hell (Savage Worlds),609730,2017.0
Indie,Pixel Survivors,342970,2016.0
Indie,Half Minute Hero: The Second Coming,240970,2014.0
Action,GTA Online: Shark Cash Cards,376850,2015.0
Adventure,Monster Loves You!,226740,2013.0
Free to Play,Towards The Pantheon: Escaping Eternity,709450,2017.0
Indie,Bierzerkers,348460,2016.0
Indie,Once in Yaissor 2,767500,2017.0
Indie,Super Turbo Demon Busters!,262810,2017.0
Casual,Heavy Weapon Deluxe,3410,2006.0
Adventure,Clockwork,509210,2016.0
Indie,Mega Coin Squad,312510,2014.0
Adventure,Stigmat,403570,2015.0
Simulation,The Game of Gnomes,277754,2014.0
Action,Choice,648550,2017.0
Action,White Pearl,761280,2017.0
Simulation,Brigade E5: New Jagged Union,296210,2006.0
Casual,Simulator hipstera 2k17,699450,2017.0
Adventure,Feral Fury,542660,2017.0
Action,Doorways: The Underworld - Movies,526562,2016.0
Strategy,Romance of the Three Kingdoms Ⅱ / 三國志Ⅱ,521690,2017.0
RPG,8BitMMO Steam Founder's Pack Deluxe,270871,2015.0
Casual,Can you eat by yourself,761720,2017.0
Action,Tank Battle Mania,661090,2017.0
Casual,INWAY,713950,2017.0
Strategy,Total War: ATTILA - Blood & Burning,335030,2015.0
Indie,ZHUST - THE ILLUSION SOUL,649670,2017.0
RPG,Towards The Pantheon: Escaping Eternity,709450,2017.0
Action,Wonky Ship - Master of Coin,756121,2017.0
RPG,Battlegrounds of Eldhelm,329020,2014.0
Adventure,Halloween Mysteries,547090,2016.0
Casual,Square n Fair,575680,2017.0
Strategy,Villagers,412460,2016.0
Indie,Quadrant - Official Soundtrack,500770,2016.0
Adventure,Tomb Raider II,225300,2012.0
Casual,AdVenture Communist,462930,2016.0
Sports,Rocket League®  - The Fate of the Furious™ Ice Charger,457192,2017.0
Indie,36 Fragments of Midnight,679930,2017.0
Indie,Solar Lander,724170,2017.0
Action,Shrouded in Sanity - Original Soundtrack,491640,2016.0
Video Production,Audials One Suite 2016,405470,2015.0
Action,Orcs Must Die! Unchained - Starter Bundle,617040,2017.0
Casual,Jam Studio VR - Disney Camp Rock Bundle,729250,2017.0
Indie,Time Ramesside (A New Reckoning),290650,2015.0
Action,Firefighting Simulator,420560,2018.0
Action,Spaceforce Homeworld,278850,2014.0
Adventure,ASTA : ASTA Server,617720,2017.0
Indie,Wild Warfare - Steam Starter Kit,315120,2014.0
Software Training,CopperCube 5 Game Engine,364970,2015.0
Indie,Rescue Bear Operation - Red Plaid Shirt,523581,2016.0
Casual,The Worm,405070,2015.0
Adventure,Lost Lands: A Hidden Object Adventure,392950,2015.0
Strategy,The Masterplan - Soundtrack,376320,2015.0
Indie,Future Unfolding,539340,2017.0
Casual,War Cube,527800,2016.0
Simulation,Draft Day Sports: Pro Basketball 2017,544480,2016.0
Casual,Nom Nom Galaxy Original Soundtrack,410760,2016.0
Simulation,Rocksmith® 2014 – Three Days Grace - “Riot”,342756,2015.0
Adventure,Lantern of Worlds - The Story of Samir,742320,2017.0
RPG,عالم أريب,395960,2015.0
Indie,Double Dragon: Neon,252350,2014.0
Casual,I want cookies,760870,2017.0
Casual,Pick a Hero,485620,2016.0
Simulation,Don't Starve Soundtrack,219750,2013.0
Action,Victor Vran: Highlander's Outfit,397910,2015.0
Strategy,RideOp - Thrill Ride Simulator,699770,2017.0
Strategy,Fantasy Grounds - Mini-Dungeon #017: Shadows of Madness (5E),555740,2016.0
Strategy,Spectromancer - Truth & Beauty,22520,2011.0
Web Publishing,Multiplicity,620040,2017.0
Simulation,Carrier Deck,580720,2017.0
Adventure,Bot Vice,491040,2016.0
Action,Sniper Elite 3 Season Pass,308310,2014.0
Action,Street Fighter X Tekken: Gems Assist 3,210095,2013.0
RPG,Torchlight II,200710,2012.0
Casual,Hearing,682730,2017.0
Design &amp; Illustration,Visual Novel Engine,665040,2017.0
Adventure,Sky to Fly: Soulless Leviathan,457810,2016.0
Adventure,Your Smile Beyond Twilight:黄昏下的月台上,653950,2017.0
Indie,Bob Came in Pieces,46000,2010.0
Utilities,Audials Tunebite 12 - Upgrade to Audials One Suite,393720,2015.0
Indie,The Rivers of Alice - Extended Version,411590,2015.0
Indie,Wind Child,397090,2016.0
Strategy,FleetCOMM - Original Soundtrack,376860,2016.0
Adventure,Agarest 2 - Bundle #4,343422,2015.0
RPG,WildStar: Legend Pack (NA),459362,2016.0
Action,Element4l,235820,2013.0
Casual,Abrix the robot - bonus soundtrack DLC,465340,2016.0
Adventure,Plumber 3D,650690,2017.0
Indie,Chip's Challenge 2: Editor,356630,2015.0
Strategy,Zeke (Character for Occult RERaise),698357,2017.0
Action,Inexistence,444720,2016.0
Strategy,Super 123,711700,
Casual,FourChords Guitar Karaoke - EDM Essentials II,563283,2016.0
RPG,WORLD OF FINAL FANTASY®,552700,2017.0
Strategy,Krater - Character DLC Mayhem MK13,204734,2012.0
RPG,Fantasy Grounds - Blue Dragons (Token Pack),620780,2017.0
Indie,Chronoclysm,368690,2015.0
Strategy,HIS - Blueprint Pack,353930,2015.0
Action,Friday the 13th: The Game,438740,2017.0
RPG,Arevan - Official Guide,386130,2015.0
Simulation,"Rocksmith® 2014 Edition – Remastered – Bob Marley & The Wailers - “No Woman, No Cry”",590196,2017.0
Free to Play,ArcheAge - Erenor Eternal Starter Pack,647860,2017.0
Adventure,Rescue Bear Operation - Lucha Libre Mask,523580,2016.0
Simulation,BNSF Wagon Pack Add-On,275138,2015.0
Adventure,Vaporum,629690,2017.0
Indie,Breaking Bones,560570,2016.0
Action,Magicka: Wizards of the Square Tablet,247580,2013.0
Action,"DEAD OR ALIVE 5 Last Round: Core Fighters Add ""DEAD OR ALIVE 2 Music""",533558,2016.0
Casual,Insanity's Blade,334190,2014.0
Adventure,Batman Arkham City: Harley Quinn's Revenge,200891,2012.0
Adventure,Darkness and a Crowd,659780,2018.0
Action,POP: Methodology Experiment One,305800,2012.0
Strategy,Астролорды: Опытный наставник,485190,2016.0
Adventure,Spoiler Alert,283230,2014.0
Casual,Wild Wolf,749540,2017.0
Design &amp; Illustration,imos LOFT,714270,2017.0
Web Publishing,CopperCube - Professional Edition,366190,2015.0
Strategy,Fantasy Grounds - D&D The Tortle Package,727080,2017.0
Adventure,Broforce: The Soundtrack,410790,2015.0
Simulation,Chess Ultra: Pantheon game pack,638010,2017.0
Indie,Rebel Galaxy,290300,2015.0
Action,Sam & Max 104: Abe Lincoln Must Die!,8230,2007.0
RPG,Fantasy Grounds - Online Gaming #10: Plants & Vermin (Token Pack),647350,2017.0
Indie,Knight & Damsel,361680,2015.0
Indie,Outskirts,532900,2017.0
Design &amp; Illustration,Axis Game Factory's AGFPRO - Zombie Survival Pack DLC,361210,2015.0
Free to Play,Zaccaria Pinball - Hot Wheels Table,478036,2016.0
Sports,Fishing Planet: Char Charger's Pack,591971,2017.0
Simulation,Block'hood,416210,2017.0
Adventure,Christmas Santa Troubles,773120,2017.0
Indie,Dungeon Rushers - Pirates Skins Pack,581951,2017.0
RPG,The Legend of Heroes: Trails in the Sky SC,251290,2015.0
Indie,Flat Path,512740,2016.0
Casual,Grav Blazer,657590,2017.0
Simulation,RideOp - Thrill Ride Simulator,699770,2017.0
Indie,Trigonarium,394030,2015.0
Indie,Alexa's Wild Night,457370,2017.0
Action,SW4-II - Animal Set,378477,2015.0
Simulation,MOAI 2: Path to Another World,361950,2015.0
Indie,TY the Tasmanian Tiger 4 - The Soundtrack Collection,400721,2015.0
Indie,Influent DLC - Svenska [Learn Swedish],286965,2014.0
RPG,Star Vikings Forever - Soundtrack,538860,2016.0
Adventure,Void Destroyer - Soundtrack,344490,2015.0
Strategy,The Incredible Baron OST,472750,2016.0
Casual,Vinyl,369030,2016.0
Early Access,Akuto: Mad World,530130,2016.0
Strategy,Crystal Quest Classic,497510,2016.0
Action,Spear of Destiny,9000,1993.0
Indie,Don't Starve Together,322330,2016.0
Massively Multiplayer,Armored Warfare - T-72AV Standard Pack,753460,2017.0
Indie,Space Drifters 2D,377570,2016.0
Strategy,Soccer Manager 2016 VIP,407140,2015.0
RPG,Soundtrack,327270,2014.0
Indie,Subject 13,322970,2015.0
Adventure,Minimancer,734490,2017.0
Indie,The Houchi Play Soundtrack,661870,2017.0
Adventure,Putt-Putt® Travels Through Time,294670,1997.0
Adventure,Tex Murphy: Martian Memorandum,302340,1991.0
Indie,The Walking Vegetables,704840,2017.0
Indie,Dungeons Of Kremlin: Remastered,708800,2017.0
Indie,Project Explore,357650,2017.0
Adventure,Bulb Boy,390290,2015.0
Sports,Eastside Hockey Manager,301120,2015.0
Adventure,Sniper Elite 3 - Save Churchill Part 2: Belly of the Beast,312690,2014.0
Indie,EPOCH,270510,2014.0
Simulation,Rocksmith® 2014 – Imagine Dragons - “Demons”,436586,2016.0
Casual,Official Guide - Vagrant Hearts,392440,2016.0
Free to Play,Robocraft - Spooky Bundle,545090,2016.0
Casual,Full Tilt Poker,426560,2016.0
Indie,Darkest Dungeon®: The Crimson Court,580100,2017.0
Indie,Super Trench Attack! Demo,314390,2014.0
Indie,Ninja Pizza Girl Soundtrack,409430,2015.0
Strategy,Endless Legend™ - Shifters,451050,2016.0
Indie,Unium,357600,2015.0
Action,Pertinence,455110,2016.0
Simulation,Train Simulator: DR BR 86 Loco Add-On,325971,2015.0
Adventure,Nightmares from the Deep: The Cursed Heart,259740,2012.0
Indie,The Bug Butcher Demo,393630,2015.0
Action,Natural Selection 2 - Nocturne Pack,740660,2017.0
Indie,Day of the Trumplings,517060,2016.0
Action,White Day - BlazBlue Collaboration Costume - Ji-Hyeon Seol,687190,2017.0
Racing,GRID Autosport - Road & Track Car Pack,289023,2014.0
Indie,Bastion: Original Soundtrack,107104,2011.0
Indie,Code 9,682280,2017.0
Adventure,Just Cause™ 3 DLC: Sky Fortress Pack,400551,2016.0
Adventure,S.K.I.L.L. - Special Force 2 - Halloween Pack,542830,2016.0
Indie,Blockships,504700,2016.0
Simulation,Automation - The Car Company Tycoon Game,293760,2015.0
Strategy,Fantasy Grounds - A08: Search for the Tri-Stone (5E),718480,2017.0
Indie,Orbt XL,615610,2017.0
RPG,Age of Wonders,61500,2010.0
Action,Space Waver,668970,2017.0
Action,Vulture Strike Soundtrack,764350,2017.0
Casual,Hexoscope Collector's Edition Content,511301,2016.0
Casual,Fantasy ERA,684930,2017.0
Indie,Shrug Island - The Meeting,420170,2018.0
Casual,Rocksmith® 2014 Edition – Remastered – Alice in Chains - “No Excuses”,637802,2017.0
Action,Attack Coin & Madhouse Mode Unlock,530596,2017.0
Casual,Towards The Pantheon: Escaping Eternity,709450,2017.0
Adventure,Super Dungeon Bros - Dubstep Soundtrack,439230,2016.0
Strategy,War for the Overworld - The Cynical Imp (Charity DLC),385120,2017.0
Casual,Rocksmith® 2014 Edition – Remastered – Goldfinger - “99 Red Balloons”,637744,2017.0
Indie,Consortium Soundtrack and Discoveries,298810,2014.0
Strategy,Pick a Hero,485620,2016.0
Casual,Rocksmith® 2014 - The Smashing Pumpkins  - “Cherub Rock”,248750,2013.0
Adventure,Blackbay Asylum,313140,2014.0
Indie,Deep Fear,601980,2017.0
RPG,Prime World - Beginner's Pack,255250,2013.0
Free to Play,Raiders of the Broken Planet - Eternal Soldier Campaign,436180,2017.0
Simulation,FSX: Steam Edition - Cargo Crew Add-On,343959,2015.0
Indie,Alter Ego,664780,1986.0
Indie,Trouble Witches Origin Soundtrack,566260,2016.0
Strategy,Crankies Workshop: Grizzbot Assembly,705420,2017.0
Action,Base Defense,632730,2012.0
Casual,Rocksmith® 2014 – Dropkick Murphys - “I’m Shipping Up to Boston”,342792,2015.0
Strategy,VEGA Conflict - Paladin Pack,745800,2017.0
Action,VectorMan™,34280,2010.0
Casual,Bayla Bunny,489900,2016.0
Adventure,Super Grav,509820,2016.0
Casual,Tabletop Simulator - The Great Dinosaur Rush,610694,2017.0
Casual,Galaxy Girls - Sara Remembers,576615,2017.0
Simulation,"Eat, Sleep, Bet, Repeat",671840,2017.0
Indie,Memories of a Vagabond,307070,2014.0
Indie,BALLOON Saga,644310,2017.0
Casual,FourChords Guitar Karaoke - The Rolling Stones Song Pack,537271,2016.0
