user_id,posted,item_id,recommend,sentiment_analysis
5400540054005400,"Posted October 18, 2014.",289130,True,2
76561198041778707,"Posted April 2, 2014.",265930,True,2
Walker1183,Posted January 7.,303210,True,1
76561198056753419,"Posted February 3, 2012.",42680,True,2
magnetsbitch,"Posted April 2, 2014.",222880,True,1
76561198115328277,"Posted December 17, 2015.",6880,True,2
76561198041845214,"Posted October 29, 2014.",220200,True,2
76561198068887466,Posted April 22.,304930,True,1
102598615,"Posted July 26, 2014.",304930,True,2
Tarvo69,Posted February 14.,325724,True,2
76561198042743118,"Posted July 28, 2013.",202170,False,0
76561198081291077,"Posted May 3, 2014.",206500,True,1
bizarrues,"Posted August 29, 2014.",230410,True,1
FreshDi,"Posted February 27, 2015.",45770,True,1
smurfdicking,"Posted September 11, 2015.",287700,True,1
76561198071695696,"Posted January 20, 2015.",295110,True,1
burnttoast4444,"Posted July 4, 2015.",240,True,2
76561198077183562,"Posted July 7, 2014.",241540,True,1
Arct1cFox,"Posted April 4, 2015.",241640,True,2
Semskill,Posted January 15.,418340,True,0
brittishsnow,"Posted June 24, 2015.",346900,True,1
Xyphien,"Posted October 29, 2015.",363890,True,2
G0ldguts,"Posted November 30, 2015.",730,True,2
76561198095149792,"Posted December 6, 2013.",209160,False,1
76561198044455212,"Posted January 28, 2015.",105600,True,1
Aleatorias,"Posted September 24, 2015.",382490,True,1
jacoloco,"Posted May 10, 2014.",440,True,1
76561198066588605,Posted September 18.,381210,False,1
Trythion,"Posted January 1, 2014.",211820,True,2
harumbe911,"Posted June 6, 2015.",730,False,0
76561198027488037,Posted May 12.,463490,True,1
76561198065168512,"Posted November 22, 2014.",50620,True,2
stackonme,"Posted November 22, 2012.",35140,True,2
rhys552,Posted August 19.,8500,True,0
76561198056787444,"Posted September 28, 2015.",346110,True,1
76561198101572628,"Posted November 22, 2014.",200210,True,2
psibracket,"Posted July 19, 2014.",200900,True,2
76561198129380421,Posted January 11.,311560,True,2
76561198061503548,"Posted November 1, 2014.",304930,True,1
SynisterFynn,"Posted September 27, 2014.",8190,True,2
76561198017796978,Posted August 30.,275850,False,2
76561198025231200,"Posted March 25, 2014.",8870,True,1
ShiftaY,Posted January 4.,311210,False,2
shay181,"Posted December 2, 2015.",287390,True,2
mtrain3,"Posted June 1, 2014.",203160,True,1
badsama,"Posted December 27, 2011.",400,True,2
Story43,"Posted October 5, 2015.",230410,True,2
lordgraville,"Posted October 14, 2014.",41010,True,2
76561198096565807,"Posted July 14, 2014.",730,True,1
pearcinator,"Posted June 25, 2014.",231160,True,2
76561198095512109,"Posted November 14, 2015.",371420,True,1
rgauthams,"Posted August 8, 2014.",570,True,2
SethSentry,"Posted May 6, 2014.",8930,True,1
Helpsme,"Posted May 14, 2015.",440,True,1
michaelbkk,Posted January 24.,359550,True,1
76561198056645429,"Posted January 6, 2015.",282070,True,1
Benlord101,"Posted March 22, 2014.",8930,True,1
DimmortalZ,"Posted January 26, 2014.",730,True,1
kuroTENSHI_bread,"Posted August 7, 2012.",550,True,2
Elchiruuuu114,"Posted January 3, 2014.",207610,True,1
MarkiPoli,"Posted December 21, 2015.",319630,True,2
uterus_executerus,"Posted October 29, 2014.",224540,True,2
callan999,"Posted November 2, 2014.",236430,False,1
WEREMEMBERTHEFREEMAN,Posted June 29.,310380,False,0
76561198093992124,"Posted July 30, 2015.",440,True,0
Lintai,"Posted January 14, 2014.",214560,True,2
darkforb,"Posted February 22, 2014.",104900,True,2
CachinnationCow,"Posted June 1, 2015.",730,True,1
FeatInk,Posted September 11.,346110,True,1
yhagozanon,Posted January 25.,730,True,1
76561198052853176,"Posted February 10, 2015.",297000,False,2
666_pl_Satan_pl_666,"Posted January 31, 2015.",550,True,1
76561198065445229,"Posted October 20, 2014.",219740,True,2
91221301,"Posted October 15, 2014.",244850,True,1
76561198035860623,"Posted July 2, 2014.",730,True,1
nottomatoes768,"Posted February 14, 2014.",219150,True,2
76561198062267241,"Posted September 7, 2012.",4000,True,2
76561198054912188,"Posted January 24, 2015.",313120,False,1
Makurii,"Posted December 22, 2014.",102500,True,1
sickdardsrus,"Posted February 11, 2015.",224260,True,1
LPTHTF2,"Posted March 19, 2014.",245550,True,1
RestingPeices,"Posted December 27, 2013.",1250,True,0
76561198069972952,"Posted December 22, 2013.",12210,True,1
Xero_Kasai,Posted January 11.,225540,True,1
76561198042411838,Posted March 22.,221100,True,1
76561198065432608,"Posted November 14, 2014.",240,True,1
3548548564856498484894,"Posted September 25, 2015.",285920,False,1
76561198035588684,"Posted November 27, 2013.",4000,True,1
76561198097621779,"Posted December 3, 2015.",6000,True,2
primenz,"Posted June 22, 2014.",8930,True,0
AestheticKing,"Posted August 3, 2015.",316010,False,2
76561198071716011,Posted April 16.,730,True,2
generalale,"Posted November 30, 2014.",220240,True,1
WolfBlastFirez,"Posted October 15, 2014.",204360,True,2
fummywumkins,"Posted July 14, 2014.",211820,False,1
76561197985512782,Posted March 18.,449040,True,1
wookieegoldberg,"Posted November 27, 2013.",225360,False,2
76561198080457018,"Posted January 17, 2015.",231430,True,2
SgazyRQ,"Posted December 31, 2013.",221910,True,2
76561198134824579,"Posted December 14, 2014.",218230,True,2
Baileyhulanmilligan,Posted May 22.,730,True,1
yeannahwayno,"Posted August 15, 2014.",4000,True,2
fereleth,"Posted August 21, 2013.",239700,True,2
ninjaraiden,"Posted November 5, 2012.",39160,True,1
76561198072174851,Posted May 28.,34900,True,1
Oniityan_H,"Posted December 26, 2015.",359550,False,1
UniIsBestWaifu,"Posted September 24, 2015.",333980,True,2
76561198070509391,"Posted October 7, 2015.",233450,True,0
TheGameAndWatch,"Posted February 26, 2015.",20,False,2
76561198016761464,"Posted December 19, 2014.",209080,True,2
76561198031056726,"Posted July 4, 2014.",206480,True,1
76561198103371005,Posted February 10.,304930,True,0
mermeladaxd341,"Posted April 30, 2014.",243870,True,1
76561198089127271,"Posted July 19, 2014.",620,True,1
ethanbradberrry,"Posted June 11, 2015.",730,True,1
mda7,"Posted July 23, 2015.",261030,False,0
Alirayzack,Posted August 6.,72850,True,1
PushAltF4,"Posted October 16, 2014.",273110,False,2
2ez2xl,"Posted November 25, 2014.",40,True,2
76561198016610271,"Posted August 11, 2014.",247950,False,1
Aidenthegod,"Posted September 4, 2015.",730,True,1
MrUnknownEMC,"Posted December 17, 2014.",24740,False,2
GetSnitchedOn,"Posted December 21, 2015.",393380,True,0
76561198077787409,"Posted March 12, 2015.",223710,True,2
76561198090020454,"Posted February 11, 2014.",208090,False,1
deynarian,"Posted February 11, 2015.",319630,True,2
KillRiver,"Posted December 1, 2015.",730,True,2
LoiroG,"Posted January 9, 2015.",24200,True,1
Tydirium_762,"Posted June 17, 2014.",239030,True,2
mark3888,"Posted January 4, 2015.",220,True,1
valyrix,"Posted August 25, 2014.",257710,True,1
macrev,"Posted November 16, 2015.",104900,True,2
yougotblehed,"Posted September 15, 2012.",12900,True,2
Donato_Dyas,"Posted March 1, 2015.",239140,True,2
SpiderTheLoko,Posted February 19.,226700,False,1
princemart,"Posted October 18, 2015.",291480,True,1
Calumdruggo,"Posted October 22, 2015.",209870,True,1
76561198092791856,"Posted February 15, 2014.",208090,True,2
ethanol10,"Posted December 4, 2013.",220,True,2
76561198000628126,Posted August 31.,270370,True,1
BrotherlyBullet,"Posted January 10, 2015.",294860,True,2
redlei,"Posted March 29, 2013.",240,True,2
76561198073280697,"Posted January 6, 2014.",252490,True,1
7656119806181852,"Posted January 27, 2015.",440,True,2
NicolasNic,"Posted June 21, 2014.",10,True,1
171516,"Posted September 25, 2014.",265930,False,0
76561198049562601,"Posted January 30, 2015.",730,True,1
ZoranAUS,Posted January 4.,353380,True,2
76561198046612873,"Posted January 8, 2013.",440,True,2
76561198065160268,"Posted February 24, 2015.",273350,True,2
SuchMisfortuneMan,Posted February 22.,420110,True,1
NerunHarry,"Posted December 17, 2015.",346110,True,2
SMIGDEEK,"Posted March 20, 2015.",252490,True,2
76561198044743278,"Posted May 3, 2014.",8930,True,2
Sacobite,"Posted March 31, 2015.",338470,True,1
76561198082324709,"Posted May 17, 2014.",219740,True,1
76561198133788871,"Posted June 12, 2014.",200210,True,1
xarope123,"Posted May 9, 2015.",317360,True,2
amabsoluzt,"Posted October 6, 2014.",440,True,2
dogapp,"Posted November 28, 2014.",242800,False,1
76561198081870185,"Posted January 27, 2013.",440,True,1
76561198044443958,"Posted January 23, 2015.",8930,True,0
76561198056037364,"Posted September 17, 2014.",219150,True,2
76561198065978480,"Posted February 15, 2014.",208090,True,2
76561198102093684,"Posted August 6, 2015.",385710,True,2
76561198090506712,"Posted October 6, 2013.",4000,True,1
76561198084762125,"Posted September 24, 2014.",48700,True,2
rexsniper,"Posted November 6, 2014.",1250,True,1
FoliquaMartinez,"Posted January 23, 2015.",201790,True,2
donni1234,"Posted April 15, 2015.",300080,True,2
RebornbyFire,Posted April 23.,230410,True,2
justgamingXD,"Posted June 13, 2015.",4000,True,2
76561198083306954,"Posted January 30, 2015.",214190,True,1
76561198068177117,"Posted June 20, 2014.",219150,True,2
shanic83,"Posted December 24, 2015.",329440,True,2
76561198080457018,"Posted November 30, 2013.",91310,True,2
76561198068085975,"Posted December 1, 2014.",218620,True,1
76561198059896401,"Posted August 11, 2014.",301520,True,2
JimmyPlant,Posted January 29.,327890,True,2
philosophem,"Posted July 8, 2014.",230410,True,1
76561198076299728,"Posted March 21, 2014.",730,True,2
76561198066905830,Posted March 31.,427730,True,1
pancakes37,"Posted October 27, 2015.",359320,True,2
ididnothingwrong87,"Posted March 3, 2014.",35720,True,2
76561198086541667,"Posted December 6, 2014.",230410,True,1
Ikyouarecopyingme,"Posted August 2, 2015.",51100,True,1
Delirious_Panda,Posted April 27.,235460,True,1
76561198043096353,Posted May 24.,364360,True,2
76561198034070122,"Posted September 2, 2015.",287700,True,2
Gotaki,"Posted September 2, 2014.",204240,True,2
76561198064066859,Posted June 29.,406150,True,2
76561198127901075,"Posted February 10, 2015.",4000,True,2
sasssay,"Posted November 25, 2013.",239820,True,2
NocturnalPotato,"Posted November 30, 2015.",271590,False,1
VividPikselz,"Posted November 9, 2015.",377160,True,1
Singularity_iOS,"Posted October 5, 2015.",17520,True,2
rexsniper,"Posted September 8, 2013.",219740,True,1
acousticpants,"Posted March 29, 2014.",206500,True,1
Ifuckedmycompanioncube,"Posted April 25, 2014.",400,True,1
DrDJTheNext,Posted January 30.,219740,True,1
76561198055819674,Posted March 15.,730,True,1
76561198094506909,"Posted June 13, 2015.",252490,False,0
GustavoExGX11,"Posted January 17, 2014.",4000,True,1
76561198077590093,"Posted August 30, 2015.",388090,True,1
cheekypig55,"Posted November 14, 2015.",245130,False,1
ShirukeiPoH,"Posted April 20, 2014.",550,True,1
fatkings,"Posted March 16, 2013.",550,True,1
Pineapplesarereallytasty,"Posted December 28, 2013.",22000,True,2
foreverkewl,"Posted March 8, 2014.",218680,True,2
76561198101324330,"Posted June 21, 2014.",105600,True,2
76561198069107852,"Posted June 29, 2014.",221100,True,0
zandypel,"Posted June 23, 2014.",200510,True,2
76561198043516885,"Posted July 22, 2015.",252950,True,2
KazuichiLovikovSoda,"Posted July 3, 2014.",297110,True,1
onehundredbullets,"Posted January 28, 2014.",20920,True,2
CheeZeIzLuv,"Posted May 11, 2014.",570,True,1
spankwankable,"Posted April 25, 2014.",730,True,2
djhoneybadger,"Posted December 29, 2012.",108710,True,0
BluTak,"Posted July 4, 2011.",99900,True,2
hammyhamm,"Posted July 22, 2013.",224760,True,2
76561198003593278,"Posted September 2, 2015.",302510,False,1
ii_voltage_ii,"Posted March 8, 2014.",271290,True,2
Letachal,"Posted August 25, 2013.",207610,True,1
BlippX1,"Posted November 27, 2015.",377160,True,2
agent_tarm,"Posted December 10, 2015.",730,True,1
Pregao07,"Posted October 30, 2015.",346110,True,2
MIN31496,"Posted November 22, 2014.",209650,True,2
76561198072779151,"Posted June 11, 2015.",323370,True,2
76561198029825981,Posted April 20.,225540,True,2
bvkenshiki,Posted March 18.,372000,False,1
76561198054026701,"Posted October 30, 2014.",209100,True,2
lebron12,"Posted April 28, 2015.",232090,True,1
76561198080806638,"Posted December 27, 2014.",440,True,2
Th3C00ki3Monst3r,"Posted August 8, 2014.",218620,True,2
smokeypsd,"Posted March 12, 2014.",3730,True,2
TheYiyant,"Posted June 29, 2013.",227180,True,2
laygittlefiggernaggot,"Posted April 16, 2014.",4000,True,2
76561198104555370,"Posted May 2, 2014.",244590,True,2
Dragonzarefriendly,"Posted May 21, 2013.",550,True,2
Ahjule,"Posted September 17, 2014.",105600,True,2
Connorispurple,"Posted November 11, 2014.",319510,True,1
mtmoss,"Posted January 9, 2014.",252490,True,2
pearsonlikesdick,"Posted June 28, 2014.",221640,True,1
Jaegerix,"Posted March 23, 2015.",730,True,2
76561198077459426,"Posted August 30, 2014.",570,True,1
StegoRekt,Posted March 12.,730,True,1
TheyCallMeDaRrk,"Posted November 13, 2015.",730,False,1
76561197960788238,Posted July 4.,422970,True,2
76561198108132163,"Posted December 18, 2014.",230410,True,1
SwiftEscudo,"Posted March 21, 2015.",325610,True,1
1321742413,"Posted October 10, 2015.",238960,True,1
76561198036124769,"Posted May 26, 2014.",630,True,2
76561198067833100,"Posted January 22, 2014.",221100,True,0
76561198038741062,"Posted January 3, 2015.",22320,True,2
BadMadMurphy,"Posted January 19, 2015.",440,True,2
76561198024559706,Posted May 15.,433090,True,1
76561198080080397,"Posted March 4, 2014.",730,True,2
76561197992681922,Posted January 15.,243470,False,0
Shredderman962,"Posted September 10, 2014.",253710,True,1
76561198097082352,Posted March 6.,413150,True,1
Bananasbananas,Posted March 2.,299460,False,0
duqdl3303,"Posted December 17, 2013.",238320,True,1
teletame,"Posted December 2, 2015.",400,True,1
76561198076844104,"Posted July 25, 2014.",230410,True,1
gabowockeez,"Posted July 14, 2012.",570,True,2
76561198123037740,"Posted June 16, 2014.",440,True,2
snubbo,"Posted April 21, 2014.",440,True,2
76561198060459594,"Posted June 13, 2014.",219740,True,2
fmtpp,Posted August 28.,730,True,2
76561198038228033,"Posted June 26, 2014.",49520,True,2
orangejuiceanddoobies,"Posted June 28, 2014.",221640,True,2
cyroth,"Posted June 2, 2014.",250620,True,2
CalvinHazard,Posted April 19.,374320,False,1
76561198112280759,"Posted December 14, 2014.",730,True,1
76561198058927850,"Posted March 29, 2014.",10090,True,2
76561198081291077,"Posted April 4, 2014.",440,True,1
harrisonnorris,Posted April 3.,431240,True,1
lone_cow,"Posted June 27, 2014.",8930,True,1
76561198065038974,"Posted February 22, 2014.",252490,True,2
76561198121980800,"Posted October 26, 2015.",570,True,2
Mig-21pls,"Posted December 24, 2013.",221640,True,2
76561198081196810,"Posted January 13, 2014.",570,True,2
maccamaniac,"Posted January 2, 2014.",2600,True,2
Jaegerix,"Posted October 6, 2014.",4000,True,2
Pixelqt,Posted August 31.,411830,True,2
whitecleaver,Posted April 26.,409160,True,1
76561198086479820,"Posted September 12, 2015.",227940,True,1
76561198079467544,"Posted January 17, 2015.",440,True,2
LiberationestZ,Posted August 12.,394360,True,2
gordan_freeman,"Posted April 17, 2014.",221100,True,2
76561198079650317,"Posted June 12, 2015.",34900,True,1
76561198048088970,"Posted April 29, 2015.",224540,False,1
76561198083126313,"Posted November 2, 2015.",323370,True,2
76561198032651953,Posted May 9.,281990,True,2
76561197970600478,Posted February 24.,201790,True,1
ramphastidae,"Posted September 11, 2015.",346110,True,2
seblyftw,"Posted December 6, 2014.",730,True,2
76561198065412334,Posted July 29.,200210,True,2
m1lkingdud,"Posted July 13, 2013.",8980,True,2
cryingwolfie,Posted August 23.,337000,False,1
AzTonish,"Posted December 11, 2012.",4000,True,2
philosophem,"Posted January 14, 2014.",550,True,2
readingthis4noobs,Posted May 14.,227940,True,1
ybot27,"Posted July 31, 2015.",49520,True,2
76561198082566561,Posted May 20.,730,True,2
tpskeletor,Posted June 14.,355000,True,2
hammyhamm,"Posted November 15, 2013.",220200,True,2
76561198043943432,"Posted January 23, 2015.",250900,True,2
76561198062537635,"Posted August 17, 2012.",204100,True,2
76561198077295459,"Posted November 26, 2015.",12210,True,1
slynn1,"Posted March 30, 2015.",346010,True,2
76561198073147242,"Posted July 1, 2015.",261570,True,2
Jollyjawa,"Posted December 25, 2015.",391540,True,1
76561198034390540,"Posted September 28, 2014.",730,True,1
76561198094673961,"Posted January 9, 2014.",440,True,2
POISON_OAK,"Posted February 8, 2014.",220,True,2
76561198064910840,"Posted June 8, 2014.",252490,True,0
ciel1160,"Posted July 29, 2014.",440,True,1
anata-no-lucy,"Posted August 10, 2015.",570,True,1
thecoolestguyyouwillevermeet,Posted June 28.,17410,True,1
chapaloko666,"Posted January 28, 2014.",252490,True,1
76561198061123862,"Posted June 14, 2013.",440,True,1
battlefrog,"Posted January 12, 2015.",212480,True,1
TheThirdHalf,"Posted January 19, 2014.",224540,True,1
nabady,"Posted October 16, 2015.",252950,True,1
76561198074327940,"Posted November 16, 2014.",241930,True,2
011011010111001000101110,"Posted June 21, 2015.",238460,True,1
76561198058332089,"Posted January 25, 2014.",218230,True,1
Howaboutsomegoodoldsuicide,Posted July 31.,202970,True,1
QUIT_YOUR_LAZY_ASS_JOB,"Posted September 11, 2014.",241600,True,2
76561198083468865,"Posted December 10, 2014.",289650,False,0
76561198028408815,"Posted October 29, 2014.",274310,True,2
duqdl3303,"Posted December 17, 2013.",72850,True,1
duzim,Posted June 21.,383150,True,1
valyrix,"Posted July 12, 2014.",227940,True,1
Ra1sin,"Posted July 11, 2015.",234630,True,2
barren_cookie,"Posted March 30, 2014.",265930,True,0
76561198017754022,Posted August 16.,319630,True,2
76561198090274308,"Posted June 3, 2015.",338000,True,2
Sotrung,"Posted January 3, 2015.",292120,True,1
5678LetMeCyaBootyShake,Posted July 20.,304930,False,1
2345254252312312,"Posted December 23, 2015.",248570,True,1
76561198067429032,Posted January 7.,4000,True,2
76561198068217106,"Posted June 24, 2015.",238460,True,0
76561198014078033,"Posted January 26, 2015.",10500,True,1
Sam_Slade,Posted April 24.,359320,False,0
76561198051139390,"Posted September 26, 2014.",72850,True,2
76561198065711375,"Posted February 15, 2014.",20900,False,2
lawidia,"Posted December 22, 2013.",237110,True,1
76561198080399577,"Posted August 8, 2014.",227680,False,2
76561198082533596,"Posted July 31, 2013.",107410,True,2
minecast24,Posted July 13.,460120,True,2
76561198091756176,"Posted January 20, 2015.",301910,True,2
mynxyouup,"Posted June 30, 2013.",72850,True,2
Pigeater5,"Posted January 14, 2015.",212200,True,1
76561198070267001,"Posted February 5, 2015.",99900,True,0
76561198097864769,"Posted October 19, 2014.",500,True,2
ZGamingYT,"Posted November 28, 2014.",4000,True,2
anuclearlemon,"Posted January 3, 2014.",15710,True,2
76561198084906493,"Posted December 10, 2013.",72850,True,1
76561198038432994,"Posted February 22, 2014.",219150,True,1
ThePhantomoftheDamned,"Posted December 31, 2014.",218620,True,2
76561198085748969,"Posted January 23, 2014.",257750,True,2
CCViBritannia,Posted January 4.,400,True,1
76561198045002205,"Posted July 22, 2015.",15620,True,2
76561198073638549,"Posted February 15, 2014.",113400,True,2
bhSBM,"Posted July 6, 2015.",304930,True,2
readmedude,"Posted April 8, 2015.",252490,True,1
76561198061759775,"Posted December 18, 2013.",4000,True,1
76561198061207244,Posted March 17.,413150,True,1
ZoranAUS,"Posted April 1, 2013.",48180,False,1
PlixPlex,Posted June 18.,406150,True,2
FatChicken420,"Posted February 3, 2015.",440,True,1
76561198038951129,"Posted December 25, 2013.",247730,True,2
ElliotTheHors3FuCk3r,"Posted December 21, 2013.",219640,True,2
darkroblox92,"Posted June 17, 2015.",570,False,2
gatorgolfing,"Posted March 23, 2013.",730,True,2
76561198117541477,"Posted January 23, 2014.",206420,True,2
1epicninja,Posted June 25.,240,True,2
76561198099905142,"Posted November 1, 2014.",49520,True,1
youareverygay,"Posted November 28, 2014.",248570,True,2
ThePhantomoftheDamned,"Posted January 22, 2014.",440,True,1
Ghost_Project,"Posted June 20, 2015.",252490,True,1
poohgoddevil,"Posted September 29, 2014.",304930,True,1
tortilla_very_nice,"Posted December 13, 2014.",620,True,2
DE4DP00L,"Posted December 24, 2013.",49520,True,2
76561198078500090,"Posted April 22, 2015.",232090,True,2
76561198070884486,"Posted February 3, 2015.",226700,False,1
Quintosprime,"Posted July 19, 2014.",230410,True,2
kiniston69,"Posted October 20, 2014.",312990,True,2
76561198128670473,"Posted July 6, 2014.",262410,True,2
NewandImprovedDashie,"Posted September 23, 2015.",22300,True,2
lasati,"Posted October 4, 2014.",240760,False,2
JustHacksNoSkill,"Posted January 11, 2015.",239660,True,1
76561198085854920,"Posted November 14, 2013.",238960,True,1
JamesTB,"Posted July 26, 2014.",304930,False,0
chloepetersen,"Posted April 24, 2014.",730,True,2
AncestorSiezzz,"Posted September 29, 2014.",4000,True,2
theblublur,"Posted April 20, 2015.",298110,True,1
76561198089349493,"Posted December 28, 2013.",205100,True,1
reddayesocks,"Posted October 30, 2015.",391540,True,2
lmarcegb,"Posted June 1, 2014.",202090,True,0
76561198084622842,"Posted September 18, 2015.",252950,False,1
DiamondAthority,"Posted July 31, 2015.",271290,True,1
SvnK7,"Posted June 4, 2014.",63380,True,1
GraytheCat,"Posted September 4, 2014.",301520,True,1
76561198058168124,"Posted November 14, 2015.",222880,True,2
BreakerrOne,Posted January 9.,386360,True,1
rezmwashere,"Posted May 10, 2014.",223390,True,2
76561198044610496,"Posted June 23, 2014.",730,True,2
76561198057033715,"Posted May 7, 2014.",440,True,2
76561198091164764,"Posted February 15, 2015.",230410,True,1
76561198110388435,"Posted September 19, 2015.",302830,True,2
76561198093563764,"Posted January 5, 2015.",302830,True,1
76561198096849086,"Posted June 1, 2015.",200260,True,1
111222333444555666888,Posted February 1.,238460,True,1
poopeepeepoo,"Posted December 15, 2013.",224260,True,1
Xalibe,Posted January 12.,247730,False,1
76561198085689029,"Posted December 18, 2013.",440,True,1
76561198050396303,"Posted June 30, 2014.",65800,True,1
lefunnymememan,"Posted June 28, 2014.",204100,True,1
SFort,"Posted January 26, 2015.",236090,True,2
76561198142606609,"Posted December 4, 2014.",268050,True,0
76561198076690019,"Posted May 18, 2014.",219640,True,2
76561198071432694,"Posted December 28, 2015.",331500,True,2
76561198210898561,"Posted August 8, 2015.",346110,True,2
76561198071955492,"Posted December 3, 2014.",330840,True,1
assassin_warman,Posted February 29.,322500,False,2
ButteryTyrant,"Posted July 8, 2014.",291480,True,2
76561198027522403,"Posted January 4, 2014.",214950,False,0
impurepaladin,"Posted March 23, 2013.",41500,True,1
MrRedo10,Posted July 2.,10180,True,2
DankThrower420,"Posted December 14, 2015.",730,True,2
thegalaxyfutureyoutuber,Posted March 15.,417860,True,1
gabrielpadovani11,"Posted March 8, 2015.",354140,True,1
76561198058135038,"Posted November 14, 2015.",227700,True,1
pfipasty,"Posted July 14, 2014.",304930,True,2
Qualbert,"Posted February 25, 2015.",262060,True,0
xoffy,"Posted September 15, 2014.",270550,True,2
Rubbercube,"Posted April 1, 2012.",440,True,1
ACaesarSalad,"Posted May 25, 2014.",39000,True,1
76561198068991610,"Posted December 28, 2015.",242760,True,1
Tylluan,"Posted December 27, 2010.",17410,True,1
91221301,"Posted October 24, 2014.",206440,True,0
76561198028024146,Posted March 13.,570,True,1
Headlessone,"Posted April 5, 2015.",243470,False,0
76561198098447454,"Posted April 23, 2015.",252490,True,1
MrBambi2,"Posted December 14, 2013.",236390,True,2
76561198064599173,"Posted January 22, 2015.",310370,True,2
76561198032012843,"Posted May 20, 2013.",230050,True,2
76561198067892662,"Posted May 24, 2014.",440,True,1
IamSytrix,"Posted December 16, 2015.",391540,True,2
Qualbert,"Posted July 24, 2014.",113200,True,0
Dabeh,Posted September 5.,48700,True,0
76561197998873955,Posted August 24.,437080,True,2
peter-san,"Posted November 9, 2015.",377160,True,1
theshatay,"Posted June 7, 2014.",261030,True,1
76561198050558419,"Posted December 9, 2015.",417860,True,1
76561198065038974,"Posted May 23, 2014.",221100,True,2
BABBYMAN,"Posted March 13, 2015.",211420,True,1
76561197991633595,"Posted September 5, 2014.",233250,True,2
76561198071507074,Posted July 29.,395180,False,2
cyan101,"Posted May 11, 2015.",8870,True,2
76561198028042361,"Posted November 28, 2013.",570,True,1
76561198017436335,"Posted December 25, 2013.",550,True,2
PatrickRD,"Posted October 5, 2015.",346110,True,2
agent_tarm,Posted January 18.,315880,True,0
76561198063636277,Posted January 26.,730,True,1
DepressingMemes,Posted February 7.,295110,True,2
RemiliaCN,"Posted November 28, 2014.",550,True,1
Jellyyfishy,"Posted August 3, 2014.",24740,True,1
whydafaqareyoustalkingme,"Posted October 7, 2015.",730,True,1
imHermy,"Posted June 27, 2014.",38700,True,1
76561198047694111,"Posted July 7, 2014.",211820,True,2
Shtiffles,"Posted December 31, 2013.",220240,True,2
135781,"Posted January 21, 2015.",72850,True,2
LiberationestZ,"Posted August 8, 2014.",34900,True,1
BigLIsaGod,"Posted May 15, 2015.",264710,True,2
UnkleFisty,"Posted September 8, 2014.",730,True,2
76561198106618351,"Posted December 30, 2015.",212680,True,1
76561198079654919,"Posted January 12, 2015.",332070,True,0
Ryukaiii,"Posted May 18, 2014.",265630,True,2
76561198000889832,Posted April 19.,316010,True,2
76561198158094975,Posted April 26.,287290,True,2
76561198070080626,Posted April 6.,730,True,1
CapCheeze,"Posted November 23, 2015.",417860,True,2
leninjab,Posted April 6.,252490,True,1
76561198070559036,"Posted December 23, 2015.",391540,True,1
somanyinstructions,"Posted June 23, 2014.",17390,True,2
anonymoosebrony,"Posted March 20, 2012.",203810,True,2
76561198070506735,Posted May 24.,301520,False,2
76561198091051848,"Posted February 10, 2014.",49520,True,1
76561198118675915,Posted June 26.,22380,True,2
mfor,"Posted October 24, 2014.",730,True,1
76561198042192184,"Posted June 13, 2015.",48700,True,2
76561198082520598,"Posted April 2, 2015.",285920,True,2
b1gb007yb17ch3s,"Posted February 16, 2015.",250900,True,2
76561198102818877,"Posted June 14, 2015.",219740,True,2
76561198093275367,"Posted January 31, 2015.",22380,True,1
foxer007,"Posted April 19, 2014.",4000,True,1
maplesyrupguy,"Posted July 19, 2014.",730,True,1
Dukinton,Posted June 14.,407330,False,1
76561198076539681,"Posted June 5, 2015.",440,True,1
dontbanirelia,"Posted January 2, 2015.",99900,True,2
AMarioL,"Posted February 28, 2015.",298630,True,2
Dahappypanda,"Posted January 8, 2014.",7670,True,2
76561198166061333,"Posted March 2, 2015.",730,True,2
tosholotomotoho,"Posted July 19, 2013.",205100,True,1
76561198050728013,"Posted May 23, 2014.",550,True,1
76561198100282394,"Posted September 21, 2014.",8190,True,1
L_DiCaprio,"Posted August 19, 2014.",730,True,1
76561198060787863,Posted January 1.,290340,True,2
Tudah,Posted February 6.,252950,True,1
76561198017275546,"Posted December 29, 2014.",48700,True,1
Beeplmao,"Posted September 25, 2012.",17570,True,0
FFFtrooper,"Posted October 1, 2015.",304930,True,2
slycooper982,"Posted July 28, 2014.",304930,True,1
Leaf_Light_Moscow,Posted July 9.,323370,True,2
76561198085399133,"Posted May 13, 2014.",209870,True,2
Oodan432,"Posted November 27, 2015.",390390,True,1
5400540054005400,"Posted December 8, 2013.",4570,True,2
76561198056549524,"Posted June 12, 2015.",301520,True,1
76561198076356585,Posted March 5.,206500,True,2
OG1,Posted April 12.,259080,True,1
Frenzieddd,"Posted November 7, 2014.",273110,False,0
gantaknows,Posted February 18.,39210,True,2
PLZACCEPTTHEURL,"Posted July 25, 2014.",224540,True,1
fuccboihectic,"Posted July 14, 2014.",440,True,1
76561197990972548,Posted April 12.,282560,False,1
76561198046042568,Posted February 6.,730,True,1
76561198075393320,"Posted June 23, 2014.",222880,True,2
76561198105634729,"Posted November 19, 2014.",51100,True,1
76561198095766418,"Posted July 13, 2014.",211820,True,2
